Course #	Section #	Course Name	Instructor ID	days	beg_tm	end_tm	Number of Slots	Seating type	 Whiteboard	 Chalkboard	 Computer/Laptop	 Sound System	 CD Player	 DVD Player	 Video Projector	 Hearing Assisted System	 Visual Optimizer	 Laptop Connectivity	 Network Connections	 Overhead Projector	 Podium	 Projector Screen	 TV/Monitors	 Piano
MUSC219	1	MUSIC: SOUNDING GENDER	123456	--T-R--	1000	1150	46	group	y	y	n	n	y	n	y	y	y	n	n	n	n	y	y	n
MUSC303	1	MUSIC THEORY III	123456	--T-R--	1200	1350	12	group	y	y	n	y	n	n	y	n	y	n	y	y	n	n	n	n
MUSC309	1	SIGHTSINGING & DICTATION III	123456	-M-W---	1220	1310	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUSC319	1	MUSIC HISTORY SURVEY II	123456	-M-W---	1440	1630	12	group	y	y	n	y	n	n	y	n	y	n	y	y	n	n	n	n
MUSC493	1	ST. MARY'S PROJECT-SEMINAR	123456	--T-R--	1400	1550	14	individual	y	n	n	y	y	n	n	y	n	y	n	n	n	y	n	n
MUST200	1	INTRO TO MUSEUM STUDIES	123456	-M-W---	1800	1950	46	group	n	n	n	n	y	y	y	y	n	y	n	y	n	n	n	y
MUST390	1	TOPICS IN MUSEUM STUDIES	123456	--T-R--	1000	1150	35	individual	y	n	y	n	y	n	n	y	y	y	n	y	n	y	n	y
NEUR301	1	SEMINAR IN THE NEUROSCIENCES:Mechanisms of Long Term Memory	123456	---W---	1440	1630	29	individual	y	n	y	y	n	y	n	n	n	n	y	n	n	y	y	y
NEUR303	1	ADV SEMINAR IN NEUROSCIENCES	123456	---W---	1440	1630	29	individual	y	n	y	y	n	y	n	n	n	n	y	n	n	y	y	y
NEUR370	1	"THE NEUROSCIENCE OF SEX, GENDER,"	123456	--T-R--	1000	1150	27	group	n	n	n	y	y	n	y	n	n	n	y	y	n	y	y	y
PHEC112	1	TENNIS I	123456	-M-W---	1320	1410	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC118	1	SWIMMING FITNESS	123456	--T-R--	1000	1050	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC120	1	LAWN SPORTS	123456	-M-W---	1040	1130	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC125	1	SCUBA DIVING	123456	-M-----	1800	2200	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC131	1	BASIC SAILING	123456	-M-W---	1040	1230	21	group	y	n	y	y	y	y	y	n	y	y	y	y	n	y	y	n
PHEC131	2	BASIC SAILING	123456	-M-W---	1240	1430	21	group	y	n	y	y	y	y	y	n	y	y	y	y	n	y	y	n
PHEC131	3	BASIC SAILING	123456	--T-R--	1000	1150	21	group	y	n	y	y	y	y	y	n	y	y	y	y	n	y	y	n
PHEC131	4	BASIC SAILING	123456	--T-R--	1200	1350	21	group	y	n	y	y	y	y	y	n	y	y	y	y	n	y	y	n
PHEC136	1	RECESS: GREATEST HITS	123456	--T-R--	1100	1150	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC136	2	RECESS: GREATEST HITS	123456	-M-W---	1040	1150	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC158	1	CORE STRENGTH	123456	--T-R--	1000	1050	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC158	2	CORE STRENGTH	123456	--T-R--	1000	1050	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC159	1	KICKBALL	123456	--T-R--	1100	1150	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC161	1	STANDARD FIRST AID & CPR	123456	--T-R--	1000	1050	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC164	1	Intro to Athletic Training	123456	-M-W---	920	1030	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC167	1	SELF-DEFENSE AGNST SEX ASSAULT	123456	--T----	1600	1750	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC167	2	SELF-DEFENSE AGNST SEX ASSAULT	123456	--T----	1800	1950	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC181	1	INDOOR BASEBALL	123456	--T-R--	1000	1050	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC181	2	INDOOR BASEBALL	123456	--T-R--	1000	1050	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC191	1	COUCH TO 5K	123456	--T-R--	1100	1150	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHEC232	1	ADVANCED SCUBA DIVING	123456	-M-----	1800	2200	27	individual	n	n	y	n	y	y	y	y	y	n	n	y	n	y	n	y
PHIL101	1	INTRO TO PHILOSOPHY	123456	--T-R--	1400	1550	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHIL101	2	INTRO TO PHILOSOPHY	123456	--T-R--	1800	1950	17	individual	n	y	n	y	y	y	y	y	n	n	y	y	n	n	y	n
PHIL120	4	INTRO TO ETHICS	123456	-M-W---	1800	1950	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHIL120	1	INTRO TO ETHICS	123456	-M-W-F-	1200	1310	17	individual	n	y	n	y	y	y	y	y	n	n	y	y	n	n	y	n
PHIL120	2	INTRO TO ETHICS	123456	-M-W-F-	1320	1430	17	individual	n	y	n	y	y	y	y	y	n	n	y	y	n	n	y	n
PHIL120	3	INTRO TO ETHICS	123456	-M-W---	1440	1630	17	individual	n	y	n	y	y	y	y	y	n	n	y	y	n	n	y	n
PHIL215	1	SYSTEMS OF LOGIC	123456	--T-R--	1000	1150	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHIL280	1	"TOPICS IN PHILOSOPHY:""Liberty and Justice for All"""	123456	-M-W---	1440	1630	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHIL297	1	DIRECTED RESEARCH	123456	-M-W-F-	800	910	21	group	y	n	n	y	y	y	y	y	y	n	n	n	y	n	n	n
PHIL297	1	DIRECTED RESEARCH:Ethics Bowl Seminar	123456	-M-W-F-	800	910	21	group	y	n	n	y	y	y	y	y	y	n	n	n	y	n	n	n
PHIL300	1	ANCIENT GREEK AND ROMAN PHILOSOP	123456	-M-W-F-	920	1030	21	group	y	n	n	y	y	y	y	y	y	n	n	n	y	n	n	n
PHIL325	1	FEMINISM & PHILOSOPHY	123456	-M-W-F-	1320	1430	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHIL352	1	SOUTH ASIAN PHIL & RELIGION	123456	--T-R--	1200	1350	29	group	y	n	y	y	y	y	n	y	n	y	n	n	n	n	y	y
PHIL380	1	"TOPICS IN PHILOSOPHY:""Liberty and Justice For All"""	123456	-M-W---	1440	1630	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHIL381	1	HAPPINESS AND MEANING	123456	-M-W-F-	1040	1150	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHIL382	1	MEDITATION AND THE MIND	123456	--T-R--	1200	1350	17	individual	n	y	n	y	y	y	y	y	n	n	y	y	n	n	y	n
PHIL382	2	MEDITATION AND THE MIND	123456	--T-R--	1400	1550	17	individual	n	y	n	y	y	y	y	y	n	n	y	y	n	n	y	n
PHIL402	1	PHILOSOPHY OF RELIGION	123456	--T-R--	1800	1950	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
PHYC101	1	INTRO TO PSYCHOLOGY	123456	-M-W-F-	1040	1150	29	individual	y	n	y	y	n	y	n	n	n	n	y	n	n	y	y	y
PHYC101	2	INTRO TO PSYCHOLOGY	123456	-M-W-F-	920	1030	30	individual	y	y	y	n	y	n	n	y	y	n	n	y	y	y	n	y
PHYC101	3	INTRO TO PSYCHOLOGY	123456	-M-W-F-	800	910	30	individual	y	y	y	n	y	n	n	y	y	n	n	y	y	y	n	y
PHYC205	1	LEARNING AND COGNITION	123456	-M-W-F-	920	1030	17	group	y	y	y	n	n	n	y	n	y	n	y	n	y	n	n	n
PHYC230	1	LIFESPAN DEVELOPMENT	123456	--T-R--	1000	1150	29	individual	y	n	y	y	n	y	n	n	n	n	y	n	n	y	y	y
PHYC230	2	LIFESPAN DEVELOPMENT	123456	-M-W-F-	1320	1430	29	individual	y	n	y	y	n	y	n	n	n	n	y	n	n	y	y	y
PHYC235	2	PHYSIOLOGICAL AND SENSORY PSYCH.	123456	--T-R--	1200	1350	29	individual	y	n	y	y	n	y	n	n	n	n	y	n	n	y	y	y
PHYC235	1	PHYSIOLOGICAL AND SENSORY PSYCH.	123456	-M-W-F-	920	1030	27	group	n	n	n	y	y	n	y	n	n	n	y	y	n	y	y	y
PHYC250	1	SOCIAL PSYCHOLOGY	123456	-M-W-F-	1040	1150	31	group	n	y	n	y	n	y	n	y	n	n	n	y	n	n	n	n
PHYC250	2	SOCIAL PSYCHOLOGY	123456	-M-W-F-	1200	1310	31	group	n	y	n	y	n	y	n	y	n	n	n	y	n	n	n	n
PHYC280	1	COUNSELING THEORIES AND METHODS	123456	--T-R--	1400	1550	31	group	n	y	n	y	n	y	n	y	n	n	n	y	n	n	n	n
PHYC301	3	PSYCHOLOGICAL STATISTICS	123456	--T-R--	1200	1350	43	group	n	n	n	n	n	n	n	y	n	y	y	n	y	y	y	y
PHYC301	1	PSYCHOLOGICAL STATISTICS	123456	--T-R--	800	950	43	individual	n	y	n	n	y	y	n	n	y	y	n	y	y	y	y	y
PHYC301	2	PSYCHOLOGICAL STATISTICS	123456	--T-R--	1000	1150	43	individual	n	y	n	n	y	y	n	n	y	y	n	y	y	y	y	y
PHYC303	1	WRITING & RESEARCH METHODS	123456	-M-W---	1440	1630	43	group	n	n	n	n	n	n	n	y	n	y	y	n	y	y	y	y
PHYC303	2	WRITING & RESEARCH METHODS	123456	--T-R--	1800	1950	43	group	n	n	n	n	n	n	n	y	n	y	y	n	y	y	y	y
PHYC303	3	WRITING & RESEARCH METHODS	123456	-M-W-F-	1320	1430	43	group	n	n	n	n	n	n	n	y	n	y	y	n	y	y	y	y
PHYC303	2	WRITING & RESEARCH METHODS	123456	--T-R--	1800	1950	31	group	n	y	n	y	n	y	n	y	n	n	n	y	n	n	n	n
PHYC303	1	WRITING & RESEARCH METHODS	123456	-M-W---	1440	1630	17	group	y	y	y	n	n	n	y	n	y	n	y	n	y	n	n	n
PHYC303	3	WRITING & RESEARCH METHODS	123456	-M-W-F-	1320	1430	30	individual	y	y	y	n	y	n	n	y	y	n	n	y	y	y	n	y
PHYC314	1	"DRUGS, BRAINS AND BEHAVIOR"	123456	-M-W---	1800	1950	29	individual	y	n	y	y	n	y	n	n	n	n	y	n	n	y	y	y
PHYC322	1	BIOLOGICAL PSYCHOLOGY W/LAB	123456	-M-W-F-	920	1030	31	group	n	y	n	y	n	y	n	y	n	n	n	y	n	n	n	n
PHYC322L	1	BIOLOGICAL PSYCHOLOGY LABORATORY	123456	---W---	1440	1630	15	group	n	n	n	y	y	y	y	y	y	n	n	y	n	n	n	n
PHYC322L	2	BIOLOGICAL PSYCHOLOGY LABORATORY	123456	----R--	1400	1550	15	group	n	n	n	y	y	y	y	y	y	n	n	y	n	n	n	n
PHYC324	1	COGNITIVE PSYCHOLOGY W/LAB	123456	-M-W-F-	1200	1310	30	individual	y	y	y	n	y	n	n	y	y	n	n	y	y	y	n	y
PHYC324L	1	COGNITIVE PSYCHOLOGY LABORATORY	123456	-M-----	1440	1630	13	individual	n	n	y	n	y	y	y	n	n	n	y	n	n	y	n	n
PHYC324L	2	COGNITIVE PSYCHOLOGY LABORATORY	123456	--T----	1400	1550	13	individual	n	n	y	n	y	y	y	n	n	n	y	n	n	y	n	n
PHYC330	1	DEVELOPMENTAL PSYCHOLOGY W/LAB	123456	--T-R--	1000	1150	30	group	n	y	y	y	n	n	n	n	n	n	y	y	y	y	n	n
PHYC330L	1	DEVELOPMENTAL PSYCH LABORATORY	123456	--T----	1400	1550	43	group	n	n	n	n	n	n	n	y	n	y	y	n	y	y	y	y
PHYC330L	2	DEVELOPMENTAL PSYCH LABORATORY	123456	----R--	1400	1550	43	group	n	n	n	n	n	n	n	y	n	y	y	n	y	y	y	y
PHYC333	1	ADOLESCENCE	123456	-M-W---	1440	1630	30	group	n	y	y	y	n	n	n	n	n	n	y	y	y	y	n	n
PHYC368	1	EDUCATIONAL PSYCHOLOGY	123456	--T-R--	1000	1150	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
PHYC368	2	EDUCATIONAL PSYCHOLOGY	123456	--T-R--	1200	1350	37	individual	n	n	n	y	n	y	n	n	n	n	y	y	n	y	n	y
PHYC375	1	ABNORMAL PSYCHOLOGY	123456	--T-R--	1000	1150	31	group	n	y	n	y	n	y	n	y	n	n	n	y	n	n	n	n
PHYC405	1	HISTORY & SYSTEMS OF PSYCHOLOGY	123456	-M-W---	1800	1950	30	individual	y	y	y	n	y	n	n	y	y	n	n	y	y	y	n	y
PHYC424	1	COGNITIVE PSYCHOLOGY	123456	-------	0	0	46	individual	n	n	y	y	y	n	y	y	n	n	n	y	n	n	n	y
PHYC424L	1	COGNITIVE PSYC LAB	123456	-------	0	0	46	individual	n	n	y	y	y	n	y	y	n	n	n	y	n	n	n	y
PHYC430	1	DEVELOPMENTAL PSYC W/LAB	123456	-------	0	0	46	individual	n	n	y	y	y	n	y	y	n	n	n	y	n	n	n	y
PHYC430L	1	DEVELOPMENTAL PSYC LAB	123456	-------	0	0	46	individual	n	n	y	y	y	n	y	y	n	n	n	y	n	n	n	y
PHYC474	1	PSYCHOLOGICAL ASSESSMENT	123456	--T-R--	1400	1550	48	individual	y	y	y	y	y	n	y	n	n	y	n	y	n	n	n	y
PHYC490	1	SENIOR SEMINAR	123456	-M-W---	1440	1630	30	individual	y	y	y	n	y	n	n	y	y	n	n	y	y	y	n	y
PHYS121	1	COLLEGE PHYSICS I	123456	--T-R--	1000	1150	18	individual	y	n	n	y	y	y	n	y	n	n	n	n	y	y	y	y
PHYS121L	1	COLLEGE PHYSICS I LAB	123456	-M-----	1320	1610	17	individual	n	y	y	n	y	y	n	y	y	n	n	n	n	n	y	n
PHYS121L	2	COLLEGE PHYSICS I LAB	123456	--T----	1300	1550	17	individual	n	y	y	n	y	y	n	y	y	n	n	n	n	n	y	n
PHYS141	1	GENERAL PHYSICS I	123456	-M-W-F-	1040	1150	18	individual	y	n	n	y	y	y	n	y	n	n	n	n	y	y	y	y
PHYS141L	1	GENERAL PHYSICS LAB	123456	---W---	1320	1610	17	individual	n	y	y	n	y	y	n	y	y	n	n	n	n	n	y	n
PHYS141L	2	GENERAL PHYSICS LAB	123456	----R--	1300	1550	17	individual	n	y	y	n	y	y	n	y	y	n	n	n	n	n	y	n
PHYS149	1	CALCULUS FOR PHYSICS	123456	-----F-	1320	1510	50	group	n	y	n	y	n	y	n	y	y	n	y	y	n	n	y	y
PHYS151	1	FUNDAMENTALS OF PHYSICS I	123456	-M-W-F-	1040	1150	31	group	y	n	y	n	n	n	y	n	y	y	y	n	y	y	n	y
PHYS151L	1	FUNDAMENTALS OF PHYSICS I lAB	123456	--T-R--	1000	1150	31	group	y	n	y	n	n	n	y	n	y	y	y	n	y	y	n	y
PHYS182	1	EMERGING SCHOLARS PROGRAM	123456	-M-----	1800	2050	17	individual	n	y	y	n	y	y	n	y	y	n	n	n	n	n	y	n
PHYS251	1	FUNDAMENTALS OF PHYSICS III	123456	-M-W-F-	1040	1150	11	individual	y	n	n	y	y	n	n	n	y	y	n	n	n	n	y	y
PHYS251L	1	Fundamentals of Physics III LAB	123456	----R--	1300	1550	35	group	y	y	n	y	y	n	y	y	n	n	y	y	n	n	n	n
PHYS462	1	QUANTUM MECHANICS	123456	--T-R--	1400	1550	20	group	y	n	y	y	n	n	y	n	y	y	n	y	n	n	y	y
PHYS473	1	STATISTICAL MECHANICS:Statistical Mechanics	123456	--T-R--	1000	1150	21	individual	n	y	y	n	n	y	y	n	n	n	n	y	y	n	n	y
PHYS475	1	TOPICS IN APPLIED PHYSICS I:Atomic Physics	123456	-M-W-F-	1320	1430	31	group	y	n	y	n	n	n	y	n	y	y	y	n	y	y	n	y
PHYS490	1	Senior Seminar in Physics:Particle Physics	123456	-M-W---	1440	1630	20	group	y	n	y	y	n	n	y	n	y	y	n	y	n	n	y	y
POSC100	1	INTRO TO POLITICS	123456	-M-W-F-	1040	1150	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
POSC100	2	INTRO TO POLITICS	123456	--T-R--	800	950	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
POSC100	3	INTRO TO POLITICS	123456	--T-R--	1000	1150	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
POSC200	1	SCOPE AND METHODS OF POLITICAL	123456	-M-W-F-	920	1030	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
POSC200	2	SCOPE AND METHODS OF POLITICAL	123456	-M-W-F-	1040	1150	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
POSC201	1	AMERICAN POLITICS	123456	-M-W---	1440	1630	29	group	y	n	n	n	y	n	y	n	n	n	y	y	n	y	n	n
POSC252	1	COMPARATIVE POLITICS	123456	--T-R--	1400	1550	29	group	y	n	y	y	y	y	n	y	n	y	n	n	n	n	y	y
POSC262	1	DEMOCRATIC POLITICAL THOUGHT	123456	--T-R--	1000	1150	29	group	y	n	y	y	y	y	n	y	n	y	n	n	n	n	y	y
POSC269	1	INTERNATIONAL POLITICS	123456	--T-R--	1400	1550	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
POSC315	1	POLICY EVALUATION	123456	--T-R--	1000	1150	29	group	y	n	n	n	y	n	y	n	n	n	y	y	n	y	n	n
POSC317	1	POLITICS OF PEACE AND CONFLICT	123456	-M-W-F-	1200	1310	29	group	y	n	n	n	y	n	y	n	n	n	y	y	n	y	n	n
POSC333	1	ASIAN POLITICS	123456	--T-R--	1800	1950	29	group	y	n	n	n	y	n	y	n	n	n	y	y	n	y	n	n
POSC348	1	PARTIES & ELECTIONS	123456	--T-R--	1400	1550	29	group	y	n	n	n	y	n	y	n	n	n	y	y	n	y	n	n
POSC353	1	CAPITAL PUNISHMENT	123456	--T-R--	800	950	42	individual	n	n	n	n	n	n	n	y	y	y	y	n	y	y	n	y
POSC366	1	LAW AND SOCIETY	123456	---W---	1635	1825	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
POSC385	3	TOPICS IN POL SCI or PUB POLICY:Politics of Protest	123456	--T-R--	1200	1350	29	group	y	n	n	n	y	n	y	n	n	n	y	y	n	y	n	n
POSC385	2	TOPICS IN POL SCI or PUB POLICY:Welfare Politics	123456	--T-R--	1200	1350	36	group	n	n	y	y	n	y	y	n	y	n	y	n	y	n	n	n
POSC385	1	TOPICS IN POL SCI or PUB POLICY:Free & Fair Elections	123456	-M-W-F-	1200	1310	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
POSC385	5	TOPICS IN POL SCI or PUB POLICY:The Political Theory of Art	123456	--T-R--	1200	1350	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
POSC385	4	TOPICS IN POL SCI or PUB POLICY:Urban Politics in Comparative Pe	123456	--T-R--	1800	1950	9	individual	n	y	n	y	n	n	n	y	y	n	n	y	y	y	y	n
POSC419	1	AFRICAN-AMERICAN HISTORY IN US	123456	-M-W-F-	1040	1150	28	individual	n	y	n	y	n	y	n	y	n	y	y	y	y	n	y	y
POSC461	1	STUDIES IN AMERICAN POLITICS:Media & Public Opinion	123456	--T-R--	1000	1150	28	individual	n	y	n	y	n	y	n	y	n	y	y	y	y	n	y	y
POSC468	1	STUDIES:INTERNATIONAL RELATIONS	123456	--T-R--	1800	1950	11	individual	y	y	y	n	y	n	y	y	y	y	y	y	y	y	y	n
RELG110	1	INTRO TO THE STUDY OF RELIGIONS	123456	-M-W-F-	800	910	30	group	y	n	y	y	y	n	n	n	y	y	n	y	y	n	y	n
RELG110	2	INTRO TO THE STUDY OF RELIGIONS	123456	-M-W-F-	920	1030	30	group	y	n	y	y	y	n	n	n	y	y	n	y	y	n	y	n
RELG210	1	BIBLICAL FOUNDATIONS	123456	--T-R--	1200	1350	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
RELG211	1	SPEAKING OF GOD: INTRO TO THEOLO	123456	-M-W-F-	1040	1150	17	individual	n	y	n	y	y	y	y	y	n	n	y	y	n	n	y	n
RELG221	1	INTRO TO ISLAMIC CIVILIZATION	123456	-M-W-F-	920	1030	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
RELG301	1	DEATH AND DYING	123456	--T-R--	1400	1550	5	individual	y	n	y	n	y	y	n	y	y	y	n	y	y	n	n	y
RELG328	1	TOPICS IN RELIG AND PSYCH:Imagination/Memory/the Sacred	123456	--T-R--	1000	1150	21	group	y	n	n	y	y	y	y	y	y	n	n	n	y	n	n	n
RELG350	1	"RELIGION, POLITICS, AND MODERNIT"	123456	-M-W-F-	1320	1430	21	group	y	n	n	y	y	y	y	y	y	n	n	n	y	n	n	n
RELG352	1	SOUTH ASIAN PHIL & RELIGION	123456	--T-R--	1200	1350	29	group	y	n	y	y	y	y	n	y	n	y	n	n	n	n	y	y
RELG380	1	TOPICS IN RELIGIOUS STUDIES:Perpetrators/Victims/Bystanders	123456	--T-R--	1800	1950	21	group	y	n	n	y	y	y	y	y	y	n	n	n	y	n	n	n
RELG380	2	TOPICS IN RELIGIOUS STUDIES:Perpetrators/Victims/Bystanders	123456	--T-R--	1800	1950	21	group	y	n	n	y	y	y	y	y	y	n	n	n	y	n	n	n
RELG402	1	PHIL OF RELIGION	123456	--T-R--	1800	1950	21	individual	y	n	n	n	y	n	n	n	y	n	y	n	y	n	n	n
SOCI101	1	INTRO TO SOCIOLOGY	123456	-M-W-F-	920	1030	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
SOCI101	2	INTRO TO SOCIOLOGY	123456	-M-W-F-	1040	1150	16	individual	n	n	n	y	y	y	n	y	y	y	y	n	n	n	n	y
SOCI201	1	SOCIAL STATISTICS	123456	-M-W-F-	1200	1310	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
SOCI312	1	ECONOMIC SOCIOLOGY	123456	-M-W---	1440	1630	25	group	n	y	y	y	n	y	n	n	y	y	n	y	n	n	y	y
SOCI316	1	SOCI OF CHILDREN AND CHILDHOOD	123456	--T-R--	1400	1550	25	group	n	y	y	y	n	y	n	n	y	y	n	y	n	n	y	y
SOCI323	1	ENTREPRENEURSHIP	123456	--T-R--	1000	1150	25	group	n	y	y	y	n	y	n	n	y	y	n	y	n	n	y	y
SOCI350	1	SOCIOLOGICAL THEORY	123456	-M-W-F-	1320	1430	25	group	n	y	y	y	n	y	n	n	y	y	n	y	n	n	y	y
SOCI351	1	SOCIOLOGY OF DEVIANCE	123456	--T-R--	1800	1950	12	individual	n	n	y	y	y	y	y	n	n	y	y	y	y	y	n	n
SOCI355	1	DEMOGRAPHY	123456	--T-R--	1200	1350	25	group	n	y	y	y	n	y	n	n	y	y	n	y	n	n	y	y
SOCI385	1	RESEARCH METHODS	123456	--T-R--	1000	1150	47	group	n	y	y	y	y	n	n	n	n	n	n	y	y	n	n	y
THMS130	1	IDEA INTO PERFORMANCE	123456	--T-R--	1000	1150	7	individual	y	n	y	y	y	y	n	n	n	y	y	y	y	y	y	n
THMS170	1	STAGECRAFT	123456	--T-R--	1200	1350	21	group	n	y	n	n	y	y	n	y	n	n	y	n	n	n	y	y
THMS220	1	INTRO FILM AND MEDIA STUDIES	123456	--T-R--	1400	1550	6	individual	y	n	y	y	y	y	n	y	n	n	y	n	n	n	n	y
THMS221	1	FILM/MEDIA PRODUCTION MODES	123456	-M-W---	1800	1950	6	individual	y	n	y	y	y	y	n	y	n	n	y	n	n	n	n	y
THMS228	1	MEDIA PRODUCTION I	123456	-M-W---	1440	1630	17	individual	n	n	n	y	y	y	n	n	y	n	y	n	y	y	y	n
THMS230	1	ACTING I	123456	--T-R--	1200	1350	7	individual	y	n	y	y	y	y	n	n	n	y	y	y	y	y	y	n
THMS250	1	MOVEMENT I	123456	--T-R--	1000	1150	42	group	n	n	y	y	y	y	y	n	y	y	y	y	n	y	y	y
THMS251	1	INTRO TRAD AFRICAN DANCE	123456	-M-W---	1440	1630	42	group	n	n	y	y	y	y	y	n	y	y	y	y	n	y	y	y
THMS255	1	MODERN DANCE I	123456	-M-W-F-	1040	1150	42	group	n	n	y	y	y	y	y	n	y	y	y	y	n	y	y	y
THMS260	1	TOPICS IN DANCE/MOVEMENT:Occupied Bodies:Perform Impo Mov	123456	--T-R--	1400	1550	42	group	n	n	y	y	y	y	y	n	y	y	y	y	n	y	y	y
THMS325	1	DOCUMENTARY PRACTICES	124365	--T-R--	1000	1150	6	individual	y	n	y	y	y	y	n	y	n	n	y	n	n	n	n	y
THMS340	1	DIRECTING FOR THE STAGE	132456	-M-W---	1440	1630	7	individual	y	n	y	y	y	y	n	n	n	y	y	y	y	y	y	n
THMS346	1	SCREENWRITING	132465	--T-R--	1200	1350	6	individual	y	n	y	y	y	y	n	y	n	n	y	n	n	n	n	y
THMS422	1	HORROR FILM	162534	-M-W---	1440	1630	6	individual	y	n	y	y	y	y	n	y	n	n	y	n	n	n	n	y
THMS460	1	ADV TOPICS IN DANCE/MOVEMENT:Occupied Bodies:Perform Impo Mov	162534	--T-R--	1400	1550	42	group	n	n	y	y	y	y	y	n	y	y	y	y	n	y	y	y
THMS480	1	"ADVANCED TOPICS IN PRODUCTION:Fashion, History, and Feminism"	132456	--T-R--	1400	1550	40	individual	y	n	n	n	n	n	n	y	y	y	y	y	n	n	n	n
WGSX220	1	WOMEN GENDER & SEXUALITY STUDIES	132465	--T-R--	1800	1950	46	group	y	y	n	n	y	n	y	y	y	n	n	n	n	y	y	n
