Course #,Section #,Course Name,bldg,bldg_txt,room,beg_date,end_date,beg_tm,end_tm,days
POSC385,1,TOPICS IN POL SCI or PUB POLICY:Free & Fair Elections,KH,Kent Hall,311,8/29/16,12/15/16,1200,1310,-M-W-F-
POSC385,2,TOPICS IN POL SCI or PUB POLICY:Welfare Politics,KH,Kent Hall,222,8/29/16,12/15/16,1200,1350,--T-R--
POSC385,3,TOPICS IN POL SCI or PUB POLICY:Politics of Protest,KH,Kent Hall,212,8/29/16,12/15/16,1200,1350,--T-R--
POSC385,4,TOPICS IN POL SCI or PUB POLICY:Urban Politics in Comparative Pe,KH,Kent Hall,316,8/29/16,12/15/16,1800,1950,--T-R--
POSC385,5,TOPICS IN POL SCI or PUB POLICY:The Political Theory of Art,KH,Kent Hall,311,8/29/16,12/15/16,1200,1350,--T-R--
POSC419,1,AFRICAN-AMERICAN HISTORY IN US,AAH,Anne Arundel Hall,W115,8/29/16,12/15/16,1040,1150,-M-W-F-
POSC461,1,STUDIES IN AMERICAN POLITICS:Media & Public Opinion,AAH,Anne Arundel Hall,W115,8/29/16,12/15/16,1000,1150,--T-R--
POSC468,1,STUDIES:INTERNATIONAL RELATIONS,KH,Kent Hall,311,8/29/16,12/15/16,1800,1950,--T-R--
PHYC101,1,INTRO TO PSYCHOLOGY,GH,Goodpaster Hall,117,8/29/16,12/16/16,1040,1150,-M-W-F-
PHYC101,2,INTRO TO PSYCHOLOGY,GH,Goodpaster Hall,198,8/29/16,12/16/16,920,1030,-M-W-F-
PHYC101,3,INTRO TO PSYCHOLOGY,GH,Goodpaster Hall,198,8/29/16,12/16/16,800,910,-M-W-F-
PHYC205,1,LEARNING AND COGNITION,GH,Goodpaster Hall,184,8/29/16,12/16/16,920,1030,-M-W-F-
PHYC230,1,LIFESPAN DEVELOPMENT,GH,Goodpaster Hall,117,8/29/16,12/16/16,1000,1150,--T-R--
PHYC230,2,LIFESPAN DEVELOPMENT,GH,Goodpaster Hall,117,8/29/16,12/16/16,1320,1430,-M-W-F-
PHYC235,1,PHYSIOLOGICAL AND SENSORY PSYCH.,GH,Goodpaster Hall,197,8/29/16,12/16/16,920,1030,-M-W-F-
PHYC235,2,PHYSIOLOGICAL AND SENSORY PSYCH.,GH,Goodpaster Hall,117,8/29/16,12/16/16,1200,1350,--T-R--
PHYC250,1,SOCIAL PSYCHOLOGY,GH,Goodpaster Hall,109,8/29/16,12/16/16,1040,1150,-M-W-F-
PHYC250,2,SOCIAL PSYCHOLOGY,GH,Goodpaster Hall,109,8/29/16,12/15/16,1200,1310,-M-W-F-
PHYC280,1,COUNSELING THEORIES AND METHODS,GH,Goodpaster Hall,109,8/29/16,12/16/16,1400,1550,--T-R--
PHYC301,1,PSYCHOLOGICAL STATISTICS,GH,Goodpaster Hall,81,8/29/16,12/16/16,800,950,--T-R--
PHYC301,2,PSYCHOLOGICAL STATISTICS,GH,Goodpaster Hall,81,8/29/16,12/16/16,1000,1150,--T-R--
PHYC301,3,PSYCHOLOGICAL STATISTICS,GH,Goodpaster Hall,72,8/29/16,12/16/16,1200,1350,--T-R--
PHYC303,1,WRITING & RESEARCH METHODS,GH,Goodpaster Hall,184,8/29/16,12/16/16,1440,1630,-M-W---
PHYC303,1,WRITING & RESEARCH METHODS,GH,Goodpaster Hall,72,8/29/16,12/16/16,1440,1630,-M-W---
PHYC303,2,WRITING & RESEARCH METHODS,GH,Goodpaster Hall,109,8/29/16,12/16/16,1800,1950,--T-R--
PHYC303,2,WRITING & RESEARCH METHODS,GH,Goodpaster Hall,72,8/29/16,12/16/16,1800,1950,--T-R--
PHYC303,3,WRITING & RESEARCH METHODS,GH,Goodpaster Hall,198,8/29/16,12/16/16,1320,1430,-M-W-F-
PHYC303,3,WRITING & RESEARCH METHODS,GH,Goodpaster Hall,72,8/29/16,12/16/16,1320,1430,-M-W-F-
PHYC314,1,"DRUGS, BRAINS AND BEHAVIOR",GH,Goodpaster Hall,117,8/29/16,12/15/16,1800,1950,-M-W---
PHYC322,1,BIOLOGICAL PSYCHOLOGY W/LAB,GH,Goodpaster Hall,109,8/29/16,12/16/16,920,1030,-M-W-F-
PHYC322L,1,BIOLOGICAL PSYCHOLOGY LABORATORY,GH,Goodpaster Hall,60,8/29/16,12/16/16,1440,1630,---W---
PHYC322L,2,BIOLOGICAL PSYCHOLOGY LABORATORY,GH,Goodpaster Hall,60,8/29/16,12/16/16,1400,1550,----R--
PHYC324,1,COGNITIVE PSYCHOLOGY W/LAB,GH,Goodpaster Hall,198,8/29/16,12/16/16,1200,1310,-M-W-F-
PHYC324L,1,COGNITIVE PSYCHOLOGY LABORATORY,GH,Goodpaster Hall,70,8/29/16,12/16/16,1440,1630,-M-----
PHYC324L,2,COGNITIVE PSYCHOLOGY LABORATORY,GH,Goodpaster Hall,70,8/29/16,12/16/16,1400,1550,--T----
PHYC330,1,DEVELOPMENTAL PSYCHOLOGY W/LAB,GH,Goodpaster Hall,186,8/29/16,12/16/16,1000,1150,--T-R--
PHYC330L,1,DEVELOPMENTAL PSYCH LABORATORY,GH,Goodpaster Hall,72,8/29/16,12/16/16,1400,1550,--T----
PHYC330L,2,DEVELOPMENTAL PSYCH LABORATORY,GH,Goodpaster Hall,72,8/29/16,12/16/16,1400,1550,----R--
PHYC333,1,ADOLESCENCE,GH,Goodpaster Hall,186,8/29/16,12/15/16,1440,1630,-M-W---
PHYC368,1,EDUCATIONAL PSYCHOLOGY,GH,Goodpaster Hall,230,8/29/16,12/16/16,1000,1150,--T-R--
PHYC368,2,EDUCATIONAL PSYCHOLOGY,GH,Goodpaster Hall,230,8/29/16,12/16/16,1200,1350,--T-R--
PHYC375,1,ABNORMAL PSYCHOLOGY,GH,Goodpaster Hall,109,8/29/16,12/16/16,1000,1150,--T-R--
PHYC405,1,HISTORY & SYSTEMS OF PSYCHOLOGY,GH,Goodpaster Hall,198,8/29/16,12/15/16,1800,1950,-M-W---
PHYC424,1,COGNITIVE PSYCHOLOGY,GH,Goodpaster Hall,,8/29/16,12/16/16,0,0,-------
PHYC424L,1,COGNITIVE PSYC LAB,GH,Goodpaster Hall,,8/29/16,12/16/16,0,0,-------
PHYC430,1,DEVELOPMENTAL PSYC W/LAB,GH,Goodpaster Hall,,8/29/16,12/16/16,0,0,-------
PHYC430L,1,DEVELOPMENTAL PSYC LAB,GH,Goodpaster Hall,,8/29/16,12/16/16,0,0,-------
PHYC474,1,PSYCHOLOGICAL ASSESSMENT,GH,Goodpaster Hall,185,8/29/16,12/15/16,1400,1550,--T-R--
PHYC490,1,SENIOR SEMINAR,GH,Goodpaster Hall,198,8/29/16,12/16/16,1440,1630,-M-W---
RELG110,1,INTRO TO THE STUDY OF RELIGIONS,LI,Library,115,8/29/16,12/15/16,800,910,-M-W-F-
RELG110,2,INTRO TO THE STUDY OF RELIGIONS,LI,Library,115,8/29/16,12/16/16,920,1030,-M-W-F-
RELG210,1,BIBLICAL FOUNDATIONS,MB,Margaret Brent Hall,109,8/29/16,12/16/16,1200,1350,--T-R--
RELG211,1,SPEAKING OF GOD: INTRO TO THEOLO,LI,Library,114,8/29/16,12/15/16,1040,1150,-M-W-F-
RELG221,1,INTRO TO ISLAMIC CIVILIZATION,MB,Margaret Brent Hall,109,8/29/16,12/15/16,920,1030,-M-W-F-
RELG301,1,DEATH AND DYING,AAH,Anne Arundel Hall,N110,8/29/16,12/16/16,1400,1550,--T-R--
RELG328,1,TOPICS IN RELIG AND PSYCH:Imagination/Memory/the Sacred,MB,Margaret Brent Hall,110,8/29/16,12/16/16,1000,1150,--T-R--
RELG350,1,"RELIGION, POLITICS, AND MODERNIT",MB,Margaret Brent Hall,110,8/29/16,12/15/16,1320,1430,-M-W-F-
RELG352,1,SOUTH ASIAN PHIL & RELIGION,AAH,Anne Arundel Hall,W104,8/29/16,12/16/16,1200,1350,--T-R--
RELG380,1,TOPICS IN RELIGIOUS STUDIES:Perpetrators/Victims/Bystanders,MB,Margaret Brent Hall,110,8/29/16,12/15/16,1800,1950,--T-R--
RELG380,2,TOPICS IN RELIGIOUS STUDIES:Perpetrators/Victims/Bystanders,MB,Margaret Brent Hall,110,8/29/16,12/15/16,1800,1950,--T-R--
RELG402,1,PHIL OF RELIGION,MB,Margaret Brent Hall,109,8/29/16,12/16/16,1800,1950,--T-R--
SOCI101,1,INTRO TO SOCIOLOGY,KH,Kent Hall,120,8/29/16,12/15/16,920,1030,-M-W-F-
SOCI101,2,INTRO TO SOCIOLOGY,KH,Kent Hall,120,8/29/16,12/15/16,1040,1150,-M-W-F-
SOCI201,1,SOCIAL STATISTICS,KH,Kent Hall,115,8/29/16,12/15/16,1200,1310,-M-W-F-
SOCI312,1,ECONOMIC SOCIOLOGY,KH,Kent Hall,317,8/29/16,12/15/16,1440,1630,-M-W---
SOCI316,1,SOCI OF CHILDREN AND CHILDHOOD,KH,Kent Hall,317,8/29/16,12/15/16,1400,1550,--T-R--
SOCI323,1,ENTREPRENEURSHIP,KH,Kent Hall,317,8/29/16,12/15/16,1000,1150,--T-R--
SOCI350,1,SOCIOLOGICAL THEORY,KH,Kent Hall,317,8/29/16,12/15/16,1320,1430,-M-W-F-
SOCI351,1,SOCIOLOGY OF DEVIANCE,KH,Kent Hall,213,8/29/16,12/15/16,1800,1950,--T-R--
SOCI355,1,DEMOGRAPHY,KH,Kent Hall,317,8/29/16,12/15/16,1200,1350,--T-R--
SOCI385,1,RESEARCH METHODS,KH,Kent Hall,115,8/29/16,12/15/16,1000,1150,--T-R--
THMS130,1,IDEA INTO PERFORMANCE,MH,Montgomery Hall,THEA,8/29/16,12/16/16,1000,1150,--T-R--
THMS170,1,STAGECRAFT,MH,Montgomery Hall,172,8/29/16,12/16/16,1200,1350,--T-R--
THMS220,1,INTRO FILM AND MEDIA STUDIES,MH,Montgomery Hall,111,8/29/16,12/16/16,1400,1550,--T-R--
THMS221,1,FILM/MEDIA PRODUCTION MODES,MH,Montgomery Hall,111,8/29/16,12/15/16,1800,1950,-M-W---
THMS228,1,MEDIA PRODUCTION I,MH,Montgomery Hall,119,8/29/16,12/16/16,1440,1630,-M-W---
THMS230,1,ACTING I,MH,Montgomery Hall,THEA,8/29/16,12/16/16,1200,1350,--T-R--
THMS250,1,MOVEMENT I,MH,Montgomery Hall,107,8/29/16,12/16/16,1000,1150,--T-R--
THMS251,1,INTRO TRAD AFRICAN DANCE,MH,Montgomery Hall,107,8/29/16,12/16/16,1440,1630,-M-W---
THMS255,1,MODERN DANCE I,MH,Montgomery Hall,107,8/29/16,12/16/16,1040,1150,-M-W-F-
THMS260,1,TOPICS IN DANCE/MOVEMENT:Occupied Bodies:Perform Impo Mov,MH,Montgomery Hall,107,8/29/16,12/15/16,1400,1550,--T-R--
THMS325,1,DOCUMENTARY PRACTICES,MH,Montgomery Hall,111,8/29/16,12/16/16,1000,1150,--T-R--
THMS340,1,DIRECTING FOR THE STAGE,MH,Montgomery Hall,THEA,8/29/16,12/15/16,1440,1630,-M-W---
THMS346,1,SCREENWRITING,MH,Montgomery Hall,111,8/29/16,12/15/16,1200,1350,--T-R--
THMS422,1,HORROR FILM,MH,Montgomery Hall,111,8/29/16,12/15/16,1440,1630,-M-W---
THMS460,1,ADV TOPICS IN DANCE/MOVEMENT:Occupied Bodies:Perform Impo Mov,MH,Montgomery Hall,107,8/29/16,12/15/16,1400,1550,--T-R--
THMS480,1,"ADVANCED TOPICS IN PRODUCTION:Fashion, History, and Feminism",MH,Montgomery Hall,163,8/29/16,12/15/16,1400,1550,--T-R--
WGSX220,1,WOMEN GENDER & SEXUALITY STUDIES,MH,Montgomery Hall,104,8/29/16,12/16/16,1800,1950,--T-R--
